813,D,Miharu,Kobayashi
907,P,Cecilía ,Rán Rúnarsdóttir
117,P,Doris,Bacic
543,C,Alice,Giai
800,D,Gloria,Sliskovic
870,D,Paola,Zanini
454,P,Selena,Babb
585,D,Sara,Caiazzo
844,C,Elsa,Pelgander
709,C,Giorgia,Arrigoni
859,A,Giulia,Galli
224,D,Debora,Novellino
229,P,Astrid,Gilardi
639,P,Emma,Guidi
140,P,Roberta,Aprile
542,C,Giulia,Giacobbo
548,D,Bianca,Vergani
720,P,Beatrice,Beretta
881,C,Natalie,Muth
890,A,Giulia,Bison
143,P,Alessia,Piazza
240,P,Lia,Lonni
504,D,Aurora,De Sanctis
829,P,Kerttu,Karresmaa
811,D,Sofia,Bertucci
889,C,Kiara,Barcelli
810,A,Petra,Mikulica
879,C,Manuela,Perselli
722,D,Chiara,Bianchi
832,A,Ginevra,Moretti
835,A,Carolina,Tironi
874,C,Kadidia ,Traoré
877,C,Maja Merete,Hagemann
203,P,Noemi,Fedele
265,P,Giorgia,Bettineschi
518,D,Maria Vittoria,Nano
724,D,Ambra,Liva
765,D,Nicole,Lazzeri
812,D,Sara,Cammarano
831,D,Martina,Cocino
837,P,Sabrina,Nespolo
838,C,Paola,Fadda
839,C,Linda,Masini
841,A,Lucrezia,Aprile
860,C,Maria,Gianfico
864,P,Emma ,Mustafic
871,C,Valentina,Donolato
872,A,Alessia,Guglielmini
878,P,Erica,Di Nallo
880,A,Emma,Girotto
882,C,Gabriella,Langella
883,P,Francesca,De Bona
887,A,Ginevra,D'Agostino
888,D,Elisa,Zilli
892,D,Valentina,Farhang
896,C,Benedetta,Bedini
897,D,Alice,Zaghini
905,C,Cintia Rafaela,Soares Martins
906,P,Liliana,Merolla 
915,C,Matilde,Fadini
916,D,Emma,Koivisto
917,P,Asia,Scotti
918,P,Lysianne,Proulx
919,D,Jasmin,Mansaray
920,C,Lina,Yang
921,D,Hillary,Diaz
922,A,Sarina,Bolden
923,A,Sara,Stokic
924,C,Ramona,Petzelberger
925,A,Olamide,Adugbe
926,A,Alexandra,Kerr
927,D,Chiara,Ceccotti
928,D,Cecilie,Sandvej
929,P,Giulia,Ruma
930,A,Mia Tecla Christina,Pante
931,C,Filippa,Curmark
932,D,Stine,Ballisager Pedersen
933,C,Abi,Brighton
934,C,Klara,Andrup
935,C,Olivia,Schough
936,D,Lena,Soleng Hansen
937,D,Azzurra,Gallo
938,D,Mathilde,Harviken
939,C,Kathrine,Moller Kuhl
940,A,Adelina Viktoria,Engman
941,C,Marta,Llopis Álvarez
